"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone"
"LAUGHING GRASS SOLUTIONS                     ";"422917";"6035960000010001";"2298 STATE ROUTE 109          ";"                         ";"HOQUIAM                 ";"WA";"GRAYS HARBOR";"985509626";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LAUREN ALISA HAYES                           ";"420799";"6035517810010001";"9030 MARTIN WAY E STE B       ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985165936";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LAWRENCE ENTERPRISES                         ";"414881";"6033579990010001";"322 DANIEL LN                 ";"                         ";"FRIDAY HARBOR           ";"WA";"SAN JUAN";"982500000";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LAZY RIVER ROAD LLC                          ";"421407";"6035622410010001";"11309 NE 359TH ST             ";"                         ";"LA CENTER               ";"WA";"CLARK";"986293643";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LBC, INC                                     ";"421149";"6034514190010002";"25 E HUMORIST RD              ";"                         ";"BURBANK                 ";"WA";"WALLA WALLA";"993239626";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LCD                                          ";"420596";"6035484850010001";"105 A ST NE                   ";"                         ";"CRESTON                 ";"WA";"LINCOLN";"99122    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEAHY MANILA CO                              ";"421165";"6035502060010003";"4816 AURORA AVE N STE C       ";"                         ";"SEATTLE                 ";"WA";"KING";"981036518";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEAHY MANILA CO LLC                          ";"420647";"6035502060010001";"4816 AURORA AVE N             ";"                         ";"SEATTLE                 ";"WA";"KING";"981036518";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEDA LLC                                     ";"422769";"6035727070010002";"5612 OCEAN BEACH HWY          ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986326214";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEFT COAST                                   ";"412469";"6035770290010001";"7604 SOUTH TACOMA WAY STE B   ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984093808";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEGAL MARIJUANA SUPERSTORE                   ";"417880";"6033573230010003";"3610 BETHEL RD SE             ";"SUITE 100                ";"PORT ORCHARD            ";"WA";"KITSAP";"983670000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3603401009"
"LEGAL MARIJUANA SUPERSTORE 2                 ";"420509";"6035951720010001";"2632 S 38TH ST STE A          ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984097304";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEGAL WEED                                   ";"422965";"6033586820010003";"306 E 2ND ST                  ";"                         ";"CLE ELUM                ";"WA";"KITTITAS";"989221204";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEGAL WEED                                   ";"422966";"6033586820010004";"320 SW MT SI BLVD             ";"                         ";"NORTH BEND              ";"WA";"KING";"980458409";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEGALIZED IT                                 ";"421477";"6035653470010001";"5717 OLYMPIC HWY              ";"                         ";"ABERDEEN                ";"WA";"GRAYS HARBOR";"985208864";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEGENDARY CANNABIS                           ";"420365";"6018453520010002";"12678 SE 38TH ST STE B        ";"                         ";"BELLEVUE                ";"WA";"KING";"980061204";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LESLIE CURTIS JONSSON                        ";"420374";"6023390010010002";"9317 NE HIGHWAY 99 STE F      ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986658900";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LEX SCRIPTA LLC                              ";"421570";"6035505350010002";"13217  41ST AVE NE,  STE C    ";"                         ";"MARYSVILLE              ";"WA";"SNOHOMISH";"98270    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LIEU VENTURE LLC                             ";"420436";"6035496550010001";"4502 NE 4TH ST STE A          ";"                         ";"RENTON                  ";"WA";"KING";"98059    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LIFTED                                       ";"420455";"6035503730010001";"112 STATE AVE NE              ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985011131";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LILAC CITY COLLECTIVE ASSOCIATION INC        ";"421045";"6034629260010001";"1716 N ASH ST                 ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992054202";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LING DROST                                   ";"422884";"6033576160010007";"20000 BOTHELL WAY NE          ";"                         ";"BOTHELL                 ";"WA";"KING";"980112364";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LION CANNABIS                                ";"420748";"6035496260010001";"1424 E 39TH AVE               ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992034169";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LION'S HEART PRODUCTIONS                     ";"421141";"6035545560010001";"501 15TH AVE E                ";"                         ";"SEATTLE                 ";"WA";"KING";"981120000";"MEDICAL ENDORSEMENT                ";"PENDING (ISSUED)";"2063915510"
"LITTLE LEBOWSKI'S                            ";"421575";"6035628180010001";"300 N MAIN ST                 ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989263312";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LIVE WELL TODAY LLC                          ";"412480";"6035462120010001";"24401 PACIFIC HWY S           ";"                         ";"DES MOINES              ";"WA";"KING";"981984027";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LLJ MANAGEMENT LLC                           ";"420853";"6032670810010003";"8001 S HOSMER ST STE B        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984081017";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LLJ MANAGEMENT LLC                           ";"420886";"6032670810010004";"8001 S HOSMER ST STE C        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984081017";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LOCAL AMSTERDAM                              ";"422665";"6036010980010001";"8860 161ST AVE NE             ";"                         ";"REDMOND                 ";"WA";"KING";"98052    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LOCAL POT SHOP                               ";"422826";"6036041860010001";"2810 MARINE VIEW DR           ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984223505";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LOCAL ROOTS MARIJUANA                        ";"415216";"6034419620010001";"8411 SR 92 STE 5              ";"                         ";"GRANITE FALLS           ";"WA";"SNOHOMISH";"982520000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3603227122"
"LOCAL ROOTS MARIJUANA                        ";"415222";"6034419610010001";"212 W WINESAP RD STE 101, 102 ";"                         ";"BOTHELL                 ";"WA";"SNOHOMISH";"980129210";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"4256737420"
"LOCAL ROOTS MARIJUANA                        ";"415425";"6034419750010001";"1912 201ST PLACE SE #202      ";"                         ";"BOTHELL                 ";"WA";"SNOHOMISH";"980120000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"4259495389"
"LOCALAMSTER                                  ";"414243";"6033576160010002";"1006 CALIFORNIA WAY           ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986321615";"MEDICAL ENDORSEMENT                ";"PENDING (ISSUED)";"2068760140"
"LOCALS CANNA HOUSE                           ";"054562";"6033588730010002";"9616 E SPRAGUE AVE            ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992065385";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LOCALS CANNA HOUSE                           ";"414823";"6033588730010001";"9616 E SPRAGUE AVE            ";"STE B                    ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992060000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5092946552"
"LONG SHOT ENTERPRISES                        ";"420522";"6034166100010001";"6951 GREEN HOLLOW RD          ";"                         ";"COLFAX                  ";"WA";"WHITMAN";"991118642";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LONGVIEW FREEDOM MARKET                      ";"413544";"6033544480010001";"971 14TH AVE STE 110          ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986324049";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3606360420"
"LOUIS S IP                                   ";"422862";"6006448010010006";"11680 RENTON AVE S            ";"                         ";"SEATTLE                 ";"WA";"KING";"981783044";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LOUIS S IP                                   ";"422931";"6006448010010007";"12910 74TH AVE S              ";"                         ";"SEATTLE                 ";"WA";"KING";"981784706";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LOVELY BUDS                                  ";"422278";"6035877900010001";"4107 E SPRAGUE AVE            ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992024850";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2082904347"
"LOVING FARMS                                 ";"412370";"6033482370010001";"2615 OLD HIGHWAY 99 S         ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982730000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3605405168"
"LOVING FARMS A                               ";"421798";"6020663570010002";"2615 OLD HIGHWAY 99 S RD STE C";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982739029";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LOVING FARMS B                               ";"414412";"6020663570010003";"8608 S MARCH POINT RD  STE B  ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982218688";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LTC L.L.C.                                   ";"421492";"6033595980010004";"1269 120TH AVE NE             ";"                         ";"BELLEVUE                ";"WA";"KING";"980050000";"MEDICAL ENDORSEMENT                ";"CLOSED (PERMANENT)";"          "
"LTC LLC                                      ";"420666";"6033595980010002";"5440 CALIFORNIA AVE SW        ";"                         ";"SEATTLE                 ";"WA";"KING";"981361513";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2066969240"
"LUCID                                        ";"414963";"6033590350010001";"4820 YELM HWY SE SUITE D      ";"                         ";"LACEY                   ";"WA";"THURSTON";"985033402";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5304010839"
"LUCID                                        ";"415429";"6033590350010002";"7294 MARTIN WAY E             ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985165533";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5304010839"
"LUCID CANNABIS COMPANY                       ";"420497";"6035725900010001";"11414 N. NEWPORT HWY          ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992181616";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3604519922"
"LUCKY DOOBIE LLC                             ";"421331";"6035924240010002";"1513 BASIN ST SW STE A        ";"                         ";"EPHRATA                 ";"WA";"GRANT";"988232165";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LUCKY LEAF                                   ";"413295";"6033514230010001";"3411 N CAPITOL AVE #A         ";"                         ";"PASCO                   ";"WA";"FRANKLIN";"993019556";"MEDICAL ENDORSEMENT                ";"CLOSED (PERMANENT)";"          "
"LUCKY LEAF                                   ";"422442";"6033514230010003";"1111 W 1ST AVE STE A          ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992014005";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5095194248"
"LUCKY LEAF                                   ";"422457";"6035727160010002";"9307 SR 525                   ";"                         ";"CLINTON                 ";"WA";"ISLAND";"982360000";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"LUCKY PUFF                                   ";"421476";"6035652810010001";"422 E 2ND AVE                 ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992021404";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
